ID,Title,Type,File URL,Size (bytes),Last Modified,Folder ID,File Name,Size (KB),Date,Time
"8645_4-guideline-6-Antibiotic-Stewardship-and-Surgical-Abx-Prophylaxis.pdf","Antibiotic Stewardship and Surgical Abx Prophylaxis","guideline","spaces/4/content/8645/4-guideline-6-Antibiotic-Stewardship-and-Surgical-Abx-Prophylaxis.pdf",64636,"2025-08-05T11:30:41.000Z","8645","4-guideline-6-Antibiotic-Stewardship-and-Surgical-Abx-Prophylaxis.pdf",63,"2025-08-05","11:30:41"
"8661_4-guideline-E-CPR-for-OHCA_August-2022.pdf","E CPR for Ohca August 2022","guideline","spaces/4/content/8661/4-guideline-E-CPR-for-OHCA_August-2022.pdf",128578,"2025-08-05T11:30:41.000Z","8661","4-guideline-E-CPR-for-OHCA_August-2022.pdf",125,"2025-08-05","11:30:41"
"8416_4-guideline-ECMO-Management-of-CDH-Patients.pdf","Management of CDH Patients","guideline","spaces/4/content/8416/4-guideline-ECMO-Management-of-CDH-Patients.pdf",57448,"2025-08-05T11:30:39.000Z","8416","4-guideline-ECMO-Management-of-CDH-Patients.pdf",56,"2025-08-05","11:30:39"
"8227_4-guideline-CCHMC_SepsisAlgorithm.pdf","Cchmc Sepsisalgorithm","guideline","spaces/4/content/8227/4-guideline-CCHMC_SepsisAlgorithm.pdf",132643,"2025-08-05T11:30:38.000Z","8227","4-guideline-CCHMC_SepsisAlgorithm.pdf",129,"2025-08-05","11:30:38"
"8056_4-guideline-ED-Clinical-Pathway----Pre-Sedation-Evaluation-2.28.24.pdf","Ed Clinical Pathway Pre Sedation Evaluation 2","guideline","spaces/4/content/8056/4-guideline-ED-Clinical-Pathway----Pre-Sedation-Evaluation-2.28.24.pdf",60859,"2025-08-05T11:30:37.000Z","8056","4-guideline-ED-Clinical-Pathway----Pre-Sedation-Evaluation-2.28.24.pdf",59,"2025-08-05","11:30:37"
"8034_4-guideline-ECMO-PR-035---Leaving-cannulas-in-place-post-removal-from-ECMO.PDF","Leaving Cannulas in Place Post Removal From ECMO","document","spaces/4/content/8034/4-guideline-ECMO-PR-035---Leaving-cannulas-in-place-post-removal-from-ECMO.PDF",443191,"2025-08-05T11:30:35.000Z","8034","4-guideline-ECMO-PR-035---Leaving-cannulas-in-place-post-removal-from-ECMO.PDF",432,"2025-08-05","11:30:35"
"8037_4-guideline-ROTEM-Pocket-Guide_WW_060718.pdf","Rotem Pocket Guide Ww 060718","guideline","spaces/4/content/8037/4-guideline-ROTEM-Pocket-Guide_WW_060718.pdf",151613,"2025-08-05T11:30:35.000Z","8037","4-guideline-ROTEM-Pocket-Guide_WW_060718.pdf",148,"2025-08-05","11:30:35"
"8033_4-guideline-Bivalirudin-Dosing-and-Monitoring-Guideline-Final-June-2022--4-.pdf","Bivalirudin Dosing and Monitoring Guideline Final June 2022 4","guideline","spaces/4/content/8033/4-guideline-Bivalirudin-Dosing-and-Monitoring-Guideline-Final-June-2022--4-.pdf",161746,"2025-08-05T11:30:33.000Z","8033","4-guideline-Bivalirudin-Dosing-and-Monitoring-Guideline-Final-June-2022--4-.pdf",157,"2025-08-05","11:30:33"
"8031_4-guideline-Unit-Cannulation-Prep-Job-Aid.pdf","Unit Cannulation Prep Job Aid","guideline","spaces/4/content/8031/4-guideline-Unit-Cannulation-Prep-Job-Aid.pdf",59851,"2025-08-05T11:30:32.000Z","8031","4-guideline-Unit-Cannulation-Prep-Job-Aid.pdf",58,"2025-08-05","11:30:32"
"8032_4-guideline-ECMO-G-004-Anticoagulation-Guidelines_05122021_Final.pdf","Anticoagulation Guidelines 05122021 Final","guideline","spaces/4/content/8032/4-guideline-ECMO-G-004-Anticoagulation-Guidelines_05122021_Final.pdf",478521,"2025-08-05T11:30:32.000Z","8032","4-guideline-ECMO-G-004-Anticoagulation-Guidelines_05122021_Final.pdf",467,"2025-08-05","11:30:32"
"8024_4-guideline-TITRE-one-pager.pdf","Titre One Pager","guideline","spaces/4/content/8024/4-guideline-TITRE-one-pager.pdf",619352,"2025-08-05T11:30:30.000Z","8024","4-guideline-TITRE-one-pager.pdf",604,"2025-08-05","11:30:30"
"8025_4-guideline-titre_eligibility_checklist_15feb2023.pdf","Titre Eligibility Checklist 15feb2023","guideline","spaces/4/content/8025/4-guideline-titre_eligibility_checklist_15feb2023.pdf",306525,"2025-08-05T11:30:30.000Z","8025","4-guideline-titre_eligibility_checklist_15feb2023.pdf",299,"2025-08-05","11:30:30"
"7512_4-guideline-Surgical-Watcher-8x10-(3-×-4.5-in).pdf","Surgical Watcher 8x10 (3 × 4","guideline","spaces/4/content/7512/4-guideline-Surgical-Watcher-8x10-(3-×-4.5-in).pdf",203423,"2025-08-05T11:30:27.000Z","7512","4-guideline-Surgical-Watcher-8x10-(3-×-4.5-in).pdf",198,"2025-08-05","11:30:27"
"7458_file_7458_2022-10-20_18-12-36.mp4","Urological Surgery - 10/20/2022","video","spaces/4/content/7458/file_7458_2022-10-20_18-12-36.mp4",245575834,"2025-08-05T11:30:26.000Z","7458","file_7458_2022-10-20_18-12-36.mp4",239820,"2025-08-05","11:30:26"
"7457_file_7457_2022-10-20_18-12-36.mp4","Gastrointestinal Surgery - 10/20/2022","video","spaces/4/content/7457/file_7457_2022-10-20_18-12-36.mp4",236621944,"2025-08-05T11:30:24.000Z","7457","file_7457_2022-10-20_18-12-36.mp4",231076,"2025-08-05","11:30:24"
"7455_file_7455_2022-10-20_18-12-36.mp4","Cardiac Surgery - 10/20/2022","video","spaces/4/content/7455/file_7455_2022-10-20_18-12-36.mp4",238472228,"2025-08-05T11:30:21.000Z","7455","file_7455_2022-10-20_18-12-36.mp4",232883,"2025-08-05","11:30:21"
"7456_file_7456_2022-10-20_18-12-36.mp4","Pulmonary Surgery - 10/20/2022","video","spaces/4/content/7456/file_7456_2022-10-20_18-12-36.mp4",438457237,"2025-08-05T11:30:21.000Z","7456","file_7456_2022-10-20_18-12-36.mp4",428180,"2025-08-05","11:30:21"
"7454_file_7454_2022-10-20_18-12-36.mp4","Neonatal Surgery - 10/20/2022","video","spaces/4/content/7454/file_7454_2022-10-20_18-12-36.mp4",252734991,"2025-08-05T11:30:19.000Z","7454","file_7454_2022-10-20_18-12-36.mp4",246811,"2025-08-05","11:30:19"
"7453_file_7453_2022-10-20_18-12-36.mp4","Pediatric Surgery - 10/20/2022","video","spaces/4/content/7453/file_7453_2022-10-20_18-12-36.mp4",244689259,"2025-08-05T11:30:15.000Z","7453","file_7453_2022-10-20_18-12-36.mp4",238954,"2025-08-05","11:30:15"
"7452_file_7452_2022-10-20_18-12-36.mp4","Emergency Trauma Surgery - 10/20/2022","video","spaces/4/content/7452/file_7452_2022-10-20_18-12-36.mp4",256102587,"2025-08-05T11:30:12.000Z","7452","file_7452_2022-10-20_18-12-36.mp4",250100,"2025-08-05","11:30:12"
"7451_file_7451_2022-10-20_18-12-36.mp4","Vascular Access Surgery - 10/20/2022","video","spaces/4/content/7451/file_7451_2022-10-20_18-12-36.mp4",131011376,"2025-08-05T11:30:11.000Z","7451","file_7451_2022-10-20_18-12-36.mp4",127940,"2025-08-05","11:30:11"
"7450_file_7450_2022-10-20_18-12-36.mp4","Thoracoscopic Procedure - 10/20/2022","video","spaces/4/content/7450/file_7450_2022-10-20_18-12-36.mp4",462580159,"2025-08-05T11:30:09.000Z","7450","file_7450_2022-10-20_18-12-36.mp4",451738,"2025-08-05","11:30:09"
"7449_file_7449_2022-10-20_18-12-36.mp4","Laparoscopic Surgery - 10/20/2022","video","spaces/4/content/7449/file_7449_2022-10-20_18-12-36.mp4",285691695,"2025-08-05T11:30:08.000Z","7449","file_7449_2022-10-20_18-12-36.mp4",278995,"2025-08-05","11:30:08"
"7447_file_7447_2022-10-20_18-12-35.mp4","Gastrostomy Tube Placement - 10/20/2022","video","spaces/4/content/7447/file_7447_2022-10-20_18-12-35.mp4",40835379,"2025-08-05T11:30:06.000Z","7447","file_7447_2022-10-20_18-12-35.mp4",39878,"2025-08-05","11:30:06"
"7448_file_7448_2022-10-20_18-12-36.mp4","Intestinal Resection - 10/20/2022","video","spaces/4/content/7448/file_7448_2022-10-20_18-12-36.mp4",206257382,"2025-08-05T11:30:06.000Z","7448","file_7448_2022-10-20_18-12-36.mp4",201423,"2025-08-05","11:30:06"
"7445_file_7445_2022-10-20_18-12-35.mp4","Central Line Placement - 10/20/2022","video","spaces/4/content/7445/file_7445_2022-10-20_18-12-35.mp4",50468573,"2025-08-05T11:30:03.000Z","7445","file_7445_2022-10-20_18-12-35.mp4",49285,"2025-08-05","11:30:03"
"7444_file_7444_2022-10-20_18-12-35.mp4","ECMO Decannulation - 10/20/2022","video","spaces/4/content/7444/file_7444_2022-10-20_18-12-35.mp4",95894585,"2025-08-05T11:30:01.000Z","7444","file_7444_2022-10-20_18-12-35.mp4",93647,"2025-08-05","11:30:01"
"7443_file_7443_2022-10-20_18-12-35.mp4","ECMO Cannulation - 10/20/2022","video","spaces/4/content/7443/file_7443_2022-10-20_18-12-35.mp4",103695664,"2025-08-05T11:30:00.000Z","7443","file_7443_2022-10-20_18-12-35.mp4",101265,"2025-08-05","11:30:00"
"7442_file_7442_2022-10-20_18-12-35.mp4","Hernia Repair Surgery - 10/20/2022","video","spaces/4/content/7442/file_7442_2022-10-20_18-12-35.mp4",109066042,"2025-08-05T11:29:58.000Z","7442","file_7442_2022-10-20_18-12-35.mp4",106509,"2025-08-05","11:29:58"
"7441_file_7441_2022-10-20_18-12-35.mp4","Cholecystectomy Surgery - 10/20/2022","video","spaces/4/content/7441/file_7441_2022-10-20_18-12-35.mp4",533399166,"2025-08-05T11:29:57.000Z","7441","file_7441_2022-10-20_18-12-35.mp4",520897,"2025-08-05","11:29:57"
"7440_file_7440_2022-10-20_18-12-35.mp4","Appendectomy Procedure - 10/20/2022","video","spaces/4/content/7440/file_7440_2022-10-20_18-12-35.mp4",87572373,"2025-08-05T11:29:56.000Z","7440","file_7440_2022-10-20_18-12-35.mp4",85519,"2025-08-05","11:29:56"
"7439_file_7439_2022-10-20_18-12-35.mp4","Orthopedic Surgery - 10/20/2022","video","spaces/4/content/7439/file_7439_2022-10-20_18-12-35.mp4",86095025,"2025-08-05T11:29:55.000Z","7439","file_7439_2022-10-20_18-12-35.mp4",84077,"2025-08-05","11:29:55"
"7437_file_7437_2022-10-20_18-12-35.mp4","Gastrointestinal Surgery - 10/20/2022","video","spaces/4/content/7437/file_7437_2022-10-20_18-12-35.mp4",70808786,"2025-08-05T11:29:53.000Z","7437","file_7437_2022-10-20_18-12-35.mp4",69149,"2025-08-05","11:29:53"
"7436_file_7436_2022-10-20_18-12-35.mp4","Pulmonary Surgery - 10/20/2022","video","spaces/4/content/7436/file_7436_2022-10-20_18-12-35.mp4",72090117,"2025-08-05T11:29:52.000Z","7436","file_7436_2022-10-20_18-12-35.mp4",70400,"2025-08-05","11:29:52"
"7435_file_7435_2022-10-20_18-12-35.mp4","Cardiac Surgery - 10/20/2022","video","spaces/4/content/7435/file_7435_2022-10-20_18-12-35.mp4",100779984,"2025-08-05T11:29:51.000Z","7435","file_7435_2022-10-20_18-12-35.mp4",98417,"2025-08-05","11:29:51"
"7433_file_7433_2022-10-20_18-12-34.mp4","Pediatric Surgery - 10/20/2022","video","spaces/4/content/7433/file_7433_2022-10-20_18-12-34.mp4",84193791,"2025-08-05T11:29:49.000Z","7433","file_7433_2022-10-20_18-12-34.mp4",82220,"2025-08-05","11:29:49"
"7432_file_7432_2022-10-20_18-12-34.mp4","Emergency Trauma Surgery - 10/20/2022","video","spaces/4/content/7432/file_7432_2022-10-20_18-12-34.mp4",25984341,"2025-08-05T11:29:48.000Z","7432","file_7432_2022-10-20_18-12-34.mp4",25375,"2025-08-05","11:29:48"
"7430_file_7430_2022-10-20_18-12-34.mp4","Thoracoscopic Procedure - 10/20/2022","video","spaces/4/content/7430/file_7430_2022-10-20_18-12-34.mp4",75469270,"2025-08-05T11:29:46.000Z","7430","file_7430_2022-10-20_18-12-34.mp4",73700,"2025-08-05","11:29:46"
"7431_file_7431_2022-10-20_18-12-34.mp4","Vascular Access Surgery - 10/20/2022","video","spaces/4/content/7431/file_7431_2022-10-20_18-12-34.mp4",98236156,"2025-08-05T11:29:46.000Z","7431","file_7431_2022-10-20_18-12-34.mp4",95933,"2025-08-05","11:29:46"
"7429_file_7429_2022-10-20_18-12-34.mp4","Laparoscopic Surgery - 10/20/2022","video","spaces/4/content/7429/file_7429_2022-10-20_18-12-34.mp4",99436457,"2025-08-05T11:29:44.000Z","7429","file_7429_2022-10-20_18-12-34.mp4",97105,"2025-08-05","11:29:44"
"7428_file_7428_2022-10-20_18-12-34.mp4","Intestinal Resection - 10/20/2022","video","spaces/4/content/7428/file_7428_2022-10-20_18-12-34.mp4",38667183,"2025-08-05T11:29:42.000Z","7428","file_7428_2022-10-20_18-12-34.mp4",37760,"2025-08-05","11:29:42"
"7324_4-guideline-CCHMC1688Button-Mapping.pdf","Cchmc1688button Mapping","guideline","spaces/4/content/7324/4-guideline-CCHMC1688Button-Mapping.pdf",137930,"2025-08-05T11:29:41.000Z","7324","4-guideline-CCHMC1688Button-Mapping.pdf",134,"2025-08-05","11:29:41"
"7427_file_7427_2022-10-20_18-12-34.mp4","Gastrostomy Tube Placement - 10/20/2022","video","spaces/4/content/7427/file_7427_2022-10-20_18-12-34.mp4",24666802,"2025-08-05T11:29:41.000Z","7427","file_7427_2022-10-20_18-12-34.mp4",24088,"2025-08-05","11:29:41"
"7323_4-guideline-1688-Pediatric-Dosing-Guide.pdf","Pediatric Dosing Guide","guideline","spaces/4/content/7323/4-guideline-1688-Pediatric-Dosing-Guide.pdf",118508,"2025-08-05T11:29:39.000Z","7323","4-guideline-1688-Pediatric-Dosing-Guide.pdf",115,"2025-08-05","11:29:39"
"7199_file_7199_2022-08-23_00-00-08.mp4","Orthopedic Surgery - 8/23/2022","video","spaces/4/content/7199/file_7199_2022-08-23_00-00-08.mp4",17738735,"2025-08-05T11:29:37.000Z","7199","file_7199_2022-08-23_00-00-08.mp4",17322,"2025-08-05","11:29:37"
"7198_file_7198_2022-08-23_00-00-08.mp4","Urological Surgery - 8/23/2022","video","spaces/4/content/7198/file_7198_2022-08-23_00-00-08.mp4",14127515,"2025-08-05T11:29:36.000Z","7198","file_7198_2022-08-23_00-00-08.mp4",13796,"2025-08-05","11:29:36"
"7196_file_7196_2022-08-23_00-00-08.mp4","Pulmonary Surgery - 8/23/2022","video","spaces/4/content/7196/file_7196_2022-08-23_00-00-08.mp4",12207822,"2025-08-05T11:29:30.000Z","7196","file_7196_2022-08-23_00-00-08.mp4",11921,"2025-08-05","11:29:30"
"7195_file_7195_2022-08-23_00-00-08.mp4","Cardiac Surgery - 8/23/2022","video","spaces/4/content/7195/file_7195_2022-08-23_00-00-08.mp4",16606988,"2025-08-05T11:29:28.000Z","7195","file_7195_2022-08-23_00-00-08.mp4",16217,"2025-08-05","11:29:28"
"7194_file_7194_2022-08-23_00-00-08.mp4","Neonatal Surgery - 8/23/2022","video","spaces/4/content/7194/file_7194_2022-08-23_00-00-08.mp4",41118562,"2025-08-05T11:29:26.000Z","7194","file_7194_2022-08-23_00-00-08.mp4",40154,"2025-08-05","11:29:26"
"7193_file_7193_2022-08-23_00-00-08.mp4","Pediatric Surgery - 8/23/2022","video","spaces/4/content/7193/file_7193_2022-08-23_00-00-08.mp4",40564343,"2025-08-05T11:29:23.000Z","7193","file_7193_2022-08-23_00-00-08.mp4",39613,"2025-08-05","11:29:23"
"7192_file_7192_2022-08-23_00-00-08.mp4","Emergency Trauma Surgery - 8/23/2022","video","spaces/4/content/7192/file_7192_2022-08-23_00-00-08.mp4",17343401,"2025-08-05T11:29:21.000Z","7192","file_7192_2022-08-23_00-00-08.mp4",16936,"2025-08-05","11:29:21"
"7191_file_7191_2022-08-23_00-00-08.mp4","Vascular Access Surgery - 8/23/2022","video","spaces/4/content/7191/file_7191_2022-08-23_00-00-08.mp4",13311705,"2025-08-05T11:29:19.000Z","7191","file_7191_2022-08-23_00-00-08.mp4",12999,"2025-08-05","11:29:19"
"7190_file_7190_2022-08-23_00-00-08.mp4","Thoracoscopic Procedure - 8/23/2022","video","spaces/4/content/7190/file_7190_2022-08-23_00-00-08.mp4",30475488,"2025-08-05T11:29:17.000Z","7190","file_7190_2022-08-23_00-00-08.mp4",29761,"2025-08-05","11:29:17"
"7189_file_7189_2022-08-23_00-00-08.mp4","Laparoscopic Surgery - 8/23/2022","video","spaces/4/content/7189/file_7189_2022-08-23_00-00-08.mp4",21968689,"2025-08-05T11:29:15.000Z","7189","file_7189_2022-08-23_00-00-08.mp4",21453,"2025-08-05","11:29:15"
"7188_file_7188_2022-08-23_00-00-08.mp4","Intestinal Resection - 8/23/2022","video","spaces/4/content/7188/file_7188_2022-08-23_00-00-08.mp4",36811458,"2025-08-05T11:29:13.000Z","7188","file_7188_2022-08-23_00-00-08.mp4",35948,"2025-08-05","11:29:13"
"7187_file_7187_2022-08-23_00-00-08.mp4","Gastrostomy Tube Placement - 8/23/2022","video","spaces/4/content/7187/file_7187_2022-08-23_00-00-08.mp4",24514834,"2025-08-05T11:29:12.000Z","7187","file_7187_2022-08-23_00-00-08.mp4",23940,"2025-08-05","11:29:12"
"7186_file_7186_2022-08-23_00-00-08.mp4","Tracheostomy Procedure - 8/23/2022","video","spaces/4/content/7186/file_7186_2022-08-23_00-00-08.mp4",37452084,"2025-08-05T11:29:11.000Z","7186","file_7186_2022-08-23_00-00-08.mp4",36574,"2025-08-05","11:29:11"
"7185_file_7185_2022-08-23_00-00-07.mp4","Central Line Placement - 8/23/2022","video","spaces/4/content/7185/file_7185_2022-08-23_00-00-07.mp4",9397573,"2025-08-05T11:29:10.000Z","7185","file_7185_2022-08-23_00-00-07.mp4",9177,"2025-08-05","11:29:10"
"7184_file_7184_2022-08-23_00-00-07.mp4","ECMO Decannulation - 8/23/2022","video","spaces/4/content/7184/file_7184_2022-08-23_00-00-07.mp4",56064677,"2025-08-05T11:29:09.000Z","7184","file_7184_2022-08-23_00-00-07.mp4",54750,"2025-08-05","11:29:09"
"7183_file_7183_2022-08-23_00-00-07.mp4","ECMO Cannulation - 8/23/2022","video","spaces/4/content/7183/file_7183_2022-08-23_00-00-07.mp4",4109715,"2025-08-05T11:29:08.000Z","7183","file_7183_2022-08-23_00-00-07.mp4",4013,"2025-08-05","11:29:08"
"7182_file_7182_2022-08-23_00-00-07.mp4","Hernia Repair Surgery - 8/23/2022","video","spaces/4/content/7182/file_7182_2022-08-23_00-00-07.mp4",30815730,"2025-08-05T11:29:07.000Z","7182","file_7182_2022-08-23_00-00-07.mp4",30093,"2025-08-05","11:29:07"
"7180_file_7180_2022-08-23_00-00-07.mp4","Appendectomy Procedure - 8/23/2022","video","spaces/4/content/7180/file_7180_2022-08-23_00-00-07.mp4",29476733,"2025-08-05T11:29:05.000Z","7180","file_7180_2022-08-23_00-00-07.mp4",28785,"2025-08-05","11:29:05"
"7181_file_7181_2022-08-23_00-00-07.mp4","Cholecystectomy Surgery - 8/23/2022","video","spaces/4/content/7181/file_7181_2022-08-23_00-00-07.mp4",17635095,"2025-08-05T11:29:05.000Z","7181","file_7181_2022-08-23_00-00-07.mp4",17221,"2025-08-05","11:29:05"
"7179_file_7179_2022-08-23_00-00-07.mp4","Orthopedic Surgery - 8/23/2022","video","spaces/4/content/7179/file_7179_2022-08-23_00-00-07.mp4",10645781,"2025-08-05T11:29:04.000Z","7179","file_7179_2022-08-23_00-00-07.mp4",10396,"2025-08-05","11:29:04"
"7177_file_7177_2022-08-23_00-00-07.mp4","Gastrointestinal Surgery - 8/23/2022","video","spaces/4/content/7177/file_7177_2022-08-23_00-00-07.mp4",6503797,"2025-08-05T11:29:02.000Z","7177","file_7177_2022-08-23_00-00-07.mp4",6351,"2025-08-05","11:29:02"
"7178_file_7178_2022-08-23_00-00-07.mp4","Urological Surgery - 8/23/2022","video","spaces/4/content/7178/file_7178_2022-08-23_00-00-07.mp4",5496272,"2025-08-05T11:29:02.000Z","7178","file_7178_2022-08-23_00-00-07.mp4",5367,"2025-08-05","11:29:02"
"7176_file_7176_2022-08-23_00-00-07.mp4","Pulmonary Surgery - 8/23/2022","video","spaces/4/content/7176/file_7176_2022-08-23_00-00-07.mp4",24288758,"2025-08-05T11:29:00.000Z","7176","file_7176_2022-08-23_00-00-07.mp4",23719,"2025-08-05","11:29:00"
"7174_file_7174_2022-08-23_00-00-07.mp4","Neonatal Surgery - 8/23/2022","video","spaces/4/content/7174/file_7174_2022-08-23_00-00-07.mp4",12318663,"2025-08-05T11:28:59.000Z","7174","file_7174_2022-08-23_00-00-07.mp4",12029,"2025-08-05","11:28:59"
"7171_file_7171_2022-08-23_00-00-06.mp4","Vascular Access Surgery - 8/23/2022","video","spaces/4/content/7171/file_7171_2022-08-23_00-00-06.mp4",4087228,"2025-08-05T11:28:57.000Z","7171","file_7171_2022-08-23_00-00-06.mp4",3991,"2025-08-05","11:28:57"
"7172_file_7172_2022-08-23_00-00-06.mp4","Emergency Trauma Surgery - 8/23/2022","video","spaces/4/content/7172/file_7172_2022-08-23_00-00-06.mp4",15523586,"2025-08-05T11:28:57.000Z","7172","file_7172_2022-08-23_00-00-06.mp4",15159,"2025-08-05","11:28:57"
"7173_file_7173_2022-08-23_00-00-07.mp4","Pediatric Surgery - 8/23/2022","video","spaces/4/content/7173/file_7173_2022-08-23_00-00-07.mp4",13323305,"2025-08-05T11:28:57.000Z","7173","file_7173_2022-08-23_00-00-07.mp4",13011,"2025-08-05","11:28:57"
"7168_file_7168_2022-08-23_00-00-06.mp4","Intestinal Resection - 8/23/2022","video","spaces/4/content/7168/file_7168_2022-08-23_00-00-06.mp4",5499328,"2025-08-05T11:28:54.000Z","7168","file_7168_2022-08-23_00-00-06.mp4",5370,"2025-08-05","11:28:54"
"7169_file_7169_2022-08-23_00-00-06.mp4","Laparoscopic Surgery - 8/23/2022","video","spaces/4/content/7169/file_7169_2022-08-23_00-00-06.mp4",9338348,"2025-08-05T11:28:54.000Z","7169","file_7169_2022-08-23_00-00-06.mp4",9119,"2025-08-05","11:28:54"
"7166_file_7166_2022-08-23_00-00-06.mp4","Tracheostomy Procedure - 8/23/2022","video","spaces/4/content/7166/file_7166_2022-08-23_00-00-06.mp4",12595909,"2025-08-05T11:28:51.000Z","7166","file_7166_2022-08-23_00-00-06.mp4",12300,"2025-08-05","11:28:51"
"7167_file_7167_2022-08-23_00-00-06.mp4","Gastrostomy Tube Placement - 8/23/2022","video","spaces/4/content/7167/file_7167_2022-08-23_00-00-06.mp4",13596933,"2025-08-05T11:28:51.000Z","7167","file_7167_2022-08-23_00-00-06.mp4",13278,"2025-08-05","11:28:51"
"7163_file_7163_2022-08-23_00-00-05.mp4","ECMO Cannulation - 8/23/2022","video","spaces/4/content/7163/file_7163_2022-08-23_00-00-05.mp4",28045586,"2025-08-05T11:28:48.000Z","7163","file_7163_2022-08-23_00-00-05.mp4",27388,"2025-08-05","11:28:48"
"7164_file_7164_2022-08-23_00-00-06.mp4","ECMO Decannulation - 8/23/2022","video","spaces/4/content/7164/file_7164_2022-08-23_00-00-06.mp4",22968672,"2025-08-05T11:28:48.000Z","7164","file_7164_2022-08-23_00-00-06.mp4",22430,"2025-08-05","11:28:48"
"7165_file_7165_2022-08-23_00-00-06.mp4","Central Line Placement - 8/23/2022","video","spaces/4/content/7165/file_7165_2022-08-23_00-00-06.mp4",14655754,"2025-08-05T11:28:48.000Z","7165","file_7165_2022-08-23_00-00-06.mp4",14312,"2025-08-05","11:28:48"
"7161_file_7161_2022-08-23_00-00-05.mp4","Cholecystectomy Surgery - 8/23/2022","video","spaces/4/content/7161/file_7161_2022-08-23_00-00-05.mp4",36750697,"2025-08-05T11:28:44.000Z","7161","file_7161_2022-08-23_00-00-05.mp4",35889,"2025-08-05","11:28:44"
"7162_file_7162_2022-08-23_00-00-05.mp4","Hernia Repair Surgery - 8/23/2022","video","spaces/4/content/7162/file_7162_2022-08-23_00-00-05.mp4",44657778,"2025-08-05T11:28:44.000Z","7162","file_7162_2022-08-23_00-00-05.mp4",43611,"2025-08-05","11:28:44"
